Constituency Name,Candidate surname,Candidate First Name,Result,Count Number,Non-Transferable,Occurred On Count,Required To Reach Quota,Required To Save Deposit,Transfers,Votes,Total Votes,Constituency Number,Candidate Id
Dublin South West,Murphy,Paul,Elected,8,0,8,0,0,1283,4477,12311,19,223
Dublin South West,Murphy,Paul,Elected,9,387,8,0,0,-1050,4477,11261,19,223
Dublin South West,Murphy,Paul,Elected,10,387,8,0,0,0,4477,11261,19,223
Dublin South West,Murphy,Paul,Elected,11,387,8,0,0,0,4477,11261,19,223
Dublin South West,O'Connor,Charlie,,1,0,0,7885,0,0,3376,3376,19,224
Dublin South West,O'Connor,Charlie,,2,0,0,7619,0,266,3376,3642,19,224
Dublin South West,O'Connor,Charlie,,3,0,0,7415,0,204,3376,3846,19,224
Dublin South West,O'Connor,Charlie,,4,0,0,7198,0,217,3376,4063,19,224
Dublin South West,O'Connor,Charlie,,5,0,0,7137,0,61,3376,4124,19,224
Dublin South West,O'Connor,Charlie,,6,0,0,6357,0,780,3376,4904,19,224
Dublin South West,O'Connor,Charlie,,7,0,0,6276,0,81,3376,4985,19,224
Dublin South West,O'Connor,Charlie,,8,0,0,6133,0,143,3376,5128,19,224
Dublin South West,O'Connor,Charlie,,9,0,0,6095,0,38,3376,5166,19,224
Dublin South West,O'Connor,Charlie,Excluded,10,0,10,0,0,-5166,3376,0,19,224
Dublin South West,O'Connor,Charlie,Excluded,11,0,10,0,0,0,3376,0,19,224
Dublin South West,O'Donovan,Deirdre,,1,0,0,7947,0,0,3314,3314,19,225
Dublin South West,O'Donovan,Deirdre,,2,0,0,7854,0,93,3314,3407,19,225
Dublin South West,O'Donovan,Deirdre,,3,0,0,7772,0,82,3314,3489,19,225
Dublin South West,O'Donovan,Deirdre,,4,0,0,7738,0,34,3314,3523,19,225
Dublin South West,O'Donovan,Deirdre,,5,0,0,7622,0,116,3314,3639,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,6,0,6,0,0,-3639,3314,0,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,7,0,6,0,0,0,3314,0,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,8,0,6,0,0,0,3314,0,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,9,0,6,0,0,0,3314,0,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,10,0,6,0,0,0,3314,0,19,225
Dublin South West,O'Donovan,Deirdre,Excluded,11,0,6,0,0,0,3314,0,19,225
Dublin South West,O'Keeffe,Colm,,1,0,0,11171,2726,0,90,90,19,226
Dublin South West,O'Keeffe,Colm,,2,0,0,11120,2675,51,90,141,19,226
Dublin South West,O'Keeffe,Colm,Excluded,3,0,3,0,2675,-141,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,4,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,5,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,6,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,7,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,8,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,9,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,10,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Keeffe,Colm,Excluded,11,0,3,0,2675,0,90,0,19,226
Dublin South West,O'Malley Dunlop,Ellen,,1,0,0,8150,0,0,3111,3111,19,227
Dublin South West,O'Malley Dunlop,Ellen,,2,0,0,8117,0,33,3111,3144,19,227
Dublin South West,O'Malley Dunlop,Ellen,,3,0,0,8089,0,28,3111,3172,19,227
Dublin South West,O'Malley Dunlop,Ellen,,4,0,0,8064,0,25,3111,3197,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,5,0,5,0,0,-3197,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,6,0,5,0,0,0,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,7,0,5,0,0,0,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,8,0,5,0,0,0,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,9,0,5,0,0,0,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,10,0,5,0,0,0,3111,0,19,227
Dublin South West,O'Malley Dunlop,Ellen,Excluded,11,0,5,0,0,0,3111,0,19,227
Dublin South West,Zappone,Katherine,,1,0,0,7553,0,0,3708,3708,19,228
Dublin South West,Zappone,Katherine,,2,0,0,7120,0,433,3708,4141,19,228
Dublin South West,Zappone,Katherine,,3,0,0,7063,0,57,3708,4198,19,228
Dublin South West,Zappone,Katherine,,4,0,0,6820,0,243,3708,4441,19,228
Dublin South West,Zappone,Katherine,,5,0,0,6461,0,359,3708,4800,19,228
Dublin South West,Zappone,Katherine,,6,0,0,6119,0,342,3708,5142,19,228
Dublin South West,Zappone,Katherine,,7,0,0,5963,0,156,3708,5298,19,228
Dublin South West,Zappone,Katherine,,8,0,0,5397,0,566,3708,5864,19,228
Dublin South West,Zappone,Katherine,,9,0,0,5119,0,278,3708,6142,19,228
Dublin South West,Zappone,Katherine,,10,0,0,4531,0,588,3708,6730,19,228
Dublin South West,Zappone,Katherine,,11,0,11,3211,0,1320,3708,8050,19,228
Dublin West,Burton,Joan,,1,0,0,6630,86,0,2096,2096,20,229
Dublin West,Burton,Joan,,2,0,0,6525,0,105,2096,2201,20,229
Dublin West,Burton,Joan,,3,0,0,6490,0,35,2096,2236,20,229
Dublin West,Burton,Joan,,4,0,0,6405,0,85,2096,2321,20,229
Dublin West,Burton,Joan,,5,0,0,6320,0,85,2096,2406,20,229
Dublin West,Burton,Joan,Excluded,6,0,6,0,0,-2406,2096,0,20,229
Dublin West,Casey,Peter,,1,0,0,8231,1687,0,495,495,20,230
Dublin West,Casey,Peter,,2,0,0,8018,1474,213,495,708,20,230
Dublin West,Casey,Peter,Excluded,3,0,3,0,1474,-708,495,0,20,230
Dublin West,Casey,Peter,Excluded,4,0,3,0,1474,0,495,0,20,230
Dublin West,Casey,Peter,Excluded,5,0,3,0,1474,0,495,0,20,230
Dublin West,Casey,Peter,Excluded,6,0,3,0,1474,0,495,0,20,230
Dublin West,Chambers,Jack,,1,0,0,1834,0,0,6892,6892,20,231
Dublin West,Chambers,Jack,,2,0,0,1539,0,295,6892,7187,20,231
Dublin West,Chambers,Jack,,3,0,0,1396,0,143,6892,7330,20,231
Dublin West,Chambers,Jack,,4,0,0,1341,0,55,6892,7385,20,231
Dublin West,Chambers,Jack,,5,0,0,890,0,451,6892,7836,20,231
Dublin West,Chambers,Jack,Elected,6,0,6,0,0,1271,6892,9107,20,231
Dublin West,Coppinger,Ruth,,1,0,0,4373,0,0,4353,4353,20,232
Dublin West,Coppinger,Ruth,,2,0,0,2514,0,1859,4353,6212,20,232
Dublin West,Coppinger,Ruth,,3,0,0,2296,0,218,4353,6430,20,232
Dublin West,Coppinger,Ruth,,4,0,0,1918,0,378,4353,6808,20,232
Dublin West,Coppinger,Ruth,,5,0,0,1735,0,183,4353,6991,20,232
Dublin West,Coppinger,Ruth,,6,0,6,1146,0,589,4353,7580,20,232
Dublin West,Currie,Emer,,1,0,0,6856,312,0,1870,1870,20,233
Dublin West,Currie,Emer,,2,0,0,6821,277,35,1870,1905,20,233
Dublin West,Currie,Emer,,3,0,0,6779,235,42,1870,1947,20,233
Dublin West,Currie,Emer,,4,0,0,6746,202,33,1870,1980,20,233
Dublin West,Currie,Emer,,5,0,0,6696,152,50,1870,2030,20,233
Dublin West,Currie,Emer,Excluded,6,0,6,0,152,-2030,1870,0,20,233
Dublin West,Donnelly,Paul,Elected,1,0,1,0,0,0,12456,12456,20,234
Dublin West,Donnelly,Paul,Elected,2,974,1,0,0,-3730,12456,8726,20,234
Dublin West,Donnelly,Paul,Elected,3,974,1,0,0,0,12456,8726,20,234
Dublin West,Donnelly,Paul,Elected,4,974,1,0,0,0,12456,8726,20,234
Dublin West,Donnelly,Paul,Elected,5,974,1,0,0,0,12456,8726,20,234
Dublin West,Donnelly,Paul,Elected,6,974,1,0,0,0,12456,8726,20,234
Dublin West,MacManus,Edward,,1,0,0,7664,1120,0,1062,1062,20,235
Dublin West,MacManus,Edward,,2,0,0,7508,964,156,1062,1218,20,235
Dublin West,MacManus,Edward,,3,0,0,7306,762,202,1062,1420,20,235
Dublin West,MacManus,Edward,,4,0,0,7204,660,102,1062,1522,20,235
Dublin West,MacManus,Edward,Excluded,5,0,5,0,660,-1522,1062,0,20,235
Dublin West,MacManus,Edward,Excluded,6,0,5,0,660,0,1062,0,20,235
Dublin West,Ó Maola/in,Aengus,,1,0,0,7909,1365,0,817,817,20,239
Dublin West,Ó Maola/in,Aengus,,2,0,0,7612,1068,297,817,1114,20,239
Dublin West,Ó Maola/in,Aengus,,3,0,0,7477,933,135,817,1249,20,239
Dublin West,Ó Maola/in,Aengus,Excluded,4,0,4,0,933,-1249,817,0,20,239
Dublin West,Ó Maola/in,Aengus,Excluded,5,0,4,0,933,0,817,0,20,239
Dublin West,Ó Maola/in,Aengus,Excluded,6,0,4,0,933,0,817,0,20,239
Dublin West,O'Gorman,Roderic,,1,0,0,3825,0,0,4901,4901,20,236
Dublin West,O'Gorman,Roderic,,2,0,0,3355,0,470,4901,5371,20,236
Dublin West,O'Gorman,Roderic,,3,0,0,3255,0,100,4901,5471,20,236
Dublin West,O'Gorman,Roderic,,4,0,0,2807,0,448,4901,5919,20,236
Dublin West,O'Gorman,Roderic,,5,0,0,2456,0,351,4901,6270,20,236
Dublin West,O'Gorman,Roderic,Elected,6,0,6,466,0,1990,4901,8260,20,236
Dublin West,O'Leary,Sean,,1,0,0,8702,2158,0,24,24,20,237
Dublin West,O'Leary,Sean,,2,0,0,8661,2117,41,24,65,20,237
Dublin West,O'Leary,Sean,Excluded,3,0,3,0,2117,-65,24,0,20,237
Dublin West,O'Leary,Sean,Excluded,4,0,3,0,2117,0,24,0,20,237
Dublin West,O'Leary,Sean,Excluded,5,0,3,0,2117,0,24,0,20,237
Dublin West,O'Leary,Sean,Excluded,6,0,3,0,2117,0,24,0,20,237
Dublin West,O'Loughlin,Stephen,,1,0,0,8542,1998,0,184,184,20,238
Dublin West,O'Loughlin,Stephen,,2,0,0,8401,1857,141,184,325,20,238
Dublin West,O'Loughlin,Stephen,Excluded,3,0,3,0,1857,-325,184,0,20,238
Dublin West,O'Loughlin,Stephen,Excluded,4,0,3,0,1857,0,184,0,20,238
Dublin West,O'Loughlin,Stephen,Excluded,5,0,3,0,1857,0,184,0,20,238
Dublin West,O'Loughlin,Stephen,Excluded,6,0,3,0,1857,0,184,0,20,238
Dublin West,Varadkar,Leo,,1,0,0,248,0,0,8478,8478,20,240
Dublin West,Varadkar,Leo,,2,0,0,130,0,118,8478,8596,20,240
Dublin West,Varadkar,Leo,,3,0,0,85,0,45,8478,8641,20,240
Dublin West,Varadkar,Leo,,4,0,0,20,0,65,8478,8706,20,240
Dublin West,Varadkar,Leo,Elected,5,0,5,0,0,57,8478,8763,20,240
Dublin West,Varadkar,Leo,Elected,6,0,5,0,0,0,8478,8763,20,240
Dun Laoghaire,Boyd Barrett,Richard,,1,0,0,2827,0,0,9632,9632,21,241
Dun Laoghaire,Boyd Barrett,Richard,,2,0,0,2713,0,114,9632,9746,21,241
Dun Laoghaire,Boyd Barrett,Richard,,3,0,0,2340,0,373,9632,10119,21,241
Dun Laoghaire,Boyd Barrett,Richard,,4,0,0,1831,0,509,9632,10628,21,241
Dun Laoghaire,Boyd Barrett,Richard,,5,0,0,1557,0,274,9632,10902,21,241
Dun Laoghaire,Boyd Barrett,Richard,,6,0,0,1340,0,217,9632,11119,21,241
Dun Laoghaire,Boyd Barrett,Richard,Elected,7,0,7,0,0,5245,9632,16364,21,241
Dun Laoghaire,Boyd Barrett,Richard,Elected,8,3749,7,0,0,-3905,9632,12459,21,241
Dun Laoghaire,Carroll MacNeill,Jennifer,,1,0,0,4705,0,0,7754,7754,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,2,0,0,4672,0,33,7754,7787,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,3,0,0,4568,0,104,7754,7891,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,4,0,0,4122,0,446,7754,8337,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,5,0,0,3803,0,319,7754,8656,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,6,0,0,971,0,2832,7754,11488,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,,7,0,0,793,0,178,7754,11666,21,242
Dun Laoghaire,Carroll MacNeill,Jennifer,Elected,8,0,8,398,0,395,7754,12061,21,242
Dun Laoghaire,Devlin,Cormac,,1,0,0,6744,0,0,5715,5715,21,243
Dun Laoghaire,Devlin,Cormac,,2,0,0,6644,0,100,5715,5815,21,243
Dun Laoghaire,Devlin,Cormac,,3,0,0,6128,0,516,5715,6331,21,243
Dun Laoghaire,Devlin,Cormac,,4,0,0,5929,0,199,5715,6530,21,243
Dun Laoghaire,Devlin,Cormac,,5,0,0,2932,0,2997,5715,9527,21,243
Dun Laoghaire,Devlin,Cormac,,6,0,0,2465,0,467,5715,9994,21,243
Dun Laoghaire,Devlin,Cormac,,7,0,0,2158,0,307,5715,10301,21,243
Dun Laoghaire,Devlin,Cormac,Elected,8,0,8,1388,0,770,5715,11071,21,243
Dun Laoghaire,Hanafin,Mary,,1,0,0,8263,0,0,4196,4196,21,244
Dun Laoghaire,Hanafin,Mary,,2,0,0,8197,0,66,4196,4262,21,244
Dun Laoghaire,Hanafin,Mary,,3,0,0,7856,0,341,4196,4603,21,244
Dun Laoghaire,Hanafin,Mary,,4,0,0,7707,0,149,4196,4752,21,244
Dun Laoghaire,Hanafin,Mary,Excluded,5,0,5,0,0,-4752,4196,0,21,244
Dun Laoghaire,Hanafin,Mary,Excluded,6,0,5,0,0,0,4196,0,21,244
Dun Laoghaire,Hanafin,Mary,Excluded,7,0,5,0,0,0,4196,0,21,244
Dun Laoghaire,Hanafin,Mary,Excluded,8,0,5,0,0,0,4196,0,21,244
Dun Laoghaire,Mitchell O'Connor,Mary,,1,0,0,5129,0,0,7330,7330,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,2,0,0,5104,0,25,7330,7355,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,3,0,0,5019,0,85,7330,7440,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,4,0,0,4774,0,245,7330,7685,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,5,0,0,4392,0,382,7330,8067,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,6,0,0,2323,0,2069,7330,10136,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,7,0,0,2178,0,145,7330,10281,21,245
Dun Laoghaire,Mitchell O'Connor,Mary,,8,0,8,1847,0,331,7330,10612,21,245
Dun Laoghaire,Ó Laoghaire,Con Óg,,1,0,0,12340,2996,0,119,119,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,2,0,2,0,2996,-119,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,3,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,4,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,5,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,6,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,7,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,Ó Laoghaire,Con Óg,Excluded,8,0,2,0,2996,0,119,0,21,248
Dun Laoghaire,O'Brien,Shane,,1,0,0,6457,0,0,6002,6002,21,246
Dun Laoghaire,O'Brien,Shane,,2,0,0,6405,0,52,6002,6054,21,246
Dun Laoghaire,O'Brien,Shane,,3,0,0,6233,0,172,6002,6226,21,246
Dun Laoghaire,O'Brien,Shane,,4,0,0,6110,0,123,6002,6349,21,246
Dun Laoghaire,O'Brien,Shane,,5,0,0,6058,0,52,6002,6401,21,246
Dun Laoghaire,O'Brien,Shane,,6,0,0,6027,0,31,6002,6432,21,246
Dun Laoghaire,O'Brien,Shane,Excluded,7,0,7,0,0,-6432,6002,0,21,246
Dun Laoghaire,O'Brien,Shane,Excluded,8,0,7,0,0,0,6002,0,21,246
Dun Laoghaire,O'Connell,Juliet,,1,0,0,9450,106,0,3009,3009,21,247
Dun Laoghaire,O'Connell,Juliet,,2,0,0,9411,67,39,3009,3048,21,247
Dun Laoghaire,O'Connell,Juliet,,3,0,0,9087,0,324,3009,3372,21,247
Dun Laoghaire,O'Connell,Juliet,Excluded,4,0,4,0,0,-3372,3009,0,21,247
Dun Laoghaire,O'Connell,Juliet,Excluded,5,0,4,0,0,0,3009,0,21,247
Dun Laoghaire,O'Connell,Juliet,Excluded,6,0,4,0,0,0,3009,0,21,247
Dun Laoghaire,O'Connell,Juliet,Excluded,7,0,4,0,0,0,3009,0,21,247
Dun Laoghaire,O'Connell,Juliet,Excluded,8,0,4,0,0,0,3009,0,21,247
Dun Laoghaire,Quinn,Dave,,1,0,0,11077,1733,0,1382,1382,21,249
Dun Laoghaire,Quinn,Dave,,2,0,0,11040,1696,37,1382,1419,21,249
Dun Laoghaire,Quinn,Dave,Excluded,3,0,3,0,1696,-1419,1382,0,21,249
Dun Laoghaire,Quinn,Dave,Excluded,4,0,3,0,1696,0,1382,0,21,249
Dun Laoghaire,Quinn,Dave,Excluded,5,0,3,0,1696,0,1382,0,21,249
Dun Laoghaire,Quinn,Dave,Excluded,6,0,3,0,1696,0,1382,0,21,249
Dun Laoghaire,Quinn,Dave,Excluded,7,0,3,0,1696,0,1382,0,21,249
Dun Laoghaire,Quinn,Dave,Excluded,8,0,3,0,1696,0,1382,0,21,249
Dun Laoghaire,Smyth,Ossian,,1,0,0,3159,0,0,9300,9300,21,250
Dun Laoghaire,Smyth,Ossian,,2,0,0,3068,0,91,9300,9391,21,250
Dun Laoghaire,Smyth,Ossian,,3,0,0,2289,0,779,9300,10170,21,250
Dun Laoghaire,Smyth,Ossian,,4,0,0,927,0,1362,9300,11532,21,250
Dun Laoghaire,Smyth,Ossian,,5,0,0,559,0,368,9300,11900,21,250
Dun Laoghaire,Smyth,Ossian,Elected,6,0,6,0,0,610,9300,12510,21,250
Dun Laoghaire,Smyth,Ossian,Elected,7,0,6,0,0,0,9300,12510,21,250
Dun Laoghaire,Smyth,Ossian,Elected,8,0,6,0,0,0,9300,12510,21,250
Dun Laoghaire,Tóibín,Mairéad,,1,0,0,11274,1930,0,1185,1185,21,251
Dun Laoghaire,Tóibín,Mairéad,,2,0,0,10920,1576,354,1185,1539,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,3,0,3,0,1576,-1539,1185,0,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,4,0,3,0,1576,0,1185,0,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,5,0,3,0,1576,0,1185,0,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,6,0,3,0,1576,0,1185,0,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,7,0,3,0,1576,0,1185,0,21,251
Dun Laoghaire,Tóibín,Mairéad,Excluded,8,0,3,0,1576,0,1185,0,21,251
Dun Laoghaire,Ward,Barry,,1,0,0,6715,0,0,5744,5744,21,252
Dun Laoghaire,Ward,Barry,,2,0,0,6663,0,52,5744,5796,21,252
Dun Laoghaire,Ward,Barry,,3,0,0,6567,0,96,5744,5892,21,252
Dun Laoghaire,Ward,Barry,,4,0,0,6319,0,248,5744,6140,21,252
Dun Laoghaire,Ward,Barry,,5,0,0,6110,0,209,5744,6349,21,252
Dun Laoghaire,Ward,Barry,Excluded,6,0,6,0,0,-6349,5744,0,21,252
Dun Laoghaire,Ward,Barry,Excluded,7,0,6,0,0,0,5744,0,21,252
Dun Laoghaire,Ward,Barry,Excluded,8,0,6,0,0,0,5744,0,21,252
Dun Laoghaire,Waters,John,,1,0,0,11534,2190,0,925,925,21,253
Dun Laoghaire,Waters,John,Excluded,2,0,2,0,2190,-925,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,3,0,2,0,2190,0,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,4,0,2,0,2190,0,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,5,0,2,0,2190,0,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,6,0,2,0,2190,0,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,7,0,2,0,2190,0,925,0,21,253
Dun Laoghaire,Waters,John,Excluded,8,0,2,0,2190,0,925,0,21,253
Galway East,CANNEY,Sea/n,,1,0,0,2816,0,0,7815,7815,22,161
Galway East,CANNEY,Sea/n,,2,0,0,2737,0,79,7815,7894,22,161
Galway East,CANNEY,Sea/n,,3,0,0,2489,0,248,7815,8142,22,161
Galway East,CANNEY,Sea/n,,4,0,0,2300,0,189,7815,8331,22,161
Galway East,CANNEY,Sea/n,,5,0,0,1846,0,454,7815,8785,22,161
Galway East,CANNEY,Sea/n,,6,0,0,735,0,1111,7815,9896,22,161
Galway East,CANNEY,Sea/n,Elected,7,0,7,0,0,2396,7815,12292,22,161
Galway East,CANNEY,Sea/n,Elected,8,720,7,0,0,-1661,7815,10631,22,161
Galway East,CANNON,Ciaran,,1,0,0,4333,0,0,6298,6298,22,162
Galway East,CANNON,Ciaran,,2,0,0,4324,0,9,6298,6307,22,162
Galway East,CANNON,Ciaran,,3,0,0,4305,0,19,6298,6326,22,162
Galway East,CANNON,Ciaran,,4,0,0,4095,0,210,6298,6536,22,162
Galway East,CANNON,Ciaran,,5,0,0,3517,0,578,6298,7114,22,162
Galway East,CANNON,Ciaran,,6,0,0,3206,0,311,6298,7425,22,162
Galway East,CANNON,Ciaran,,7,0,0,641,0,2565,6298,9990,22,162
Galway East,CANNON,Ciaran,Elected,8,0,8,0,0,900,6298,10890,22,162
Galway East,KILLILEA,Donagh Mark,,1,0,0,5699,0,0,4932,4932,22,163
Galway East,KILLILEA,Donagh Mark,,2,0,0,5685,0,14,4932,4946,22,163
Galway East,KILLILEA,Donagh Mark,,3,0,0,5627,0,58,4932,5004,22,163
Galway East,KILLILEA,Donagh Mark,,4,0,0,5565,0,62,4932,5066,22,163
Galway East,KILLILEA,Donagh Mark,,5,0,0,5460,0,105,4932,5171,22,163
Galway East,KILLILEA,Donagh Mark,Excluded,6,0,6,0,0,-5171,4932,0,22,163
Galway East,KILLILEA,Donagh Mark,Excluded,7,0,6,0,0,0,4932,0,22,163
Galway East,KILLILEA,Donagh Mark,Excluded,8,0,6,0,0,0,4932,0,22,163
Galway East,MAC CANNA,Deagla/n,,1,0,0,10505,2532,0,126,126,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,2,0,2,0,2532,-126,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,3,0,2,0,2532,0,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,4,0,2,0,2532,0,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,5,0,2,0,2532,0,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,6,0,2,0,2532,0,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,7,0,2,0,2532,0,126,0,22,164
Galway East,MAC CANNA,Deagla/n,Excluded,8,0,2,0,2532,0,126,0,22,164
Galway East,MADDEN,Eoin,,1,0,0,8707,734,0,1924,1924,22,165
Galway East,MADDEN,Eoin,,2,0,0,8689,716,18,1924,1942,22,165
Galway East,MADDEN,Eoin,,3,0,0,8654,681,35,1924,1977,22,165
Galway East,MADDEN,Eoin,,4,0,0,7984,11,670,1924,2647,22,165
Galway East,MADDEN,Eoin,Excluded,5,0,5,0,11,-2647,1924,0,22,165
Galway East,MADDEN,Eoin,Excluded,6,0,5,0,11,0,1924,0,22,165
Galway East,MADDEN,Eoin,Excluded,7,0,5,0,11,0,1924,0,22,165
Galway East,MADDEN,Eoin,Excluded,8,0,5,0,11,0,1924,0,22,165
Galway East,O'HARA,Louis,,1,0,0,3523,0,0,7108,7108,22,166
Galway East,O'HARA,Louis,,2,0,0,3454,0,69,7108,7177,22,166
Galway East,O'HARA,Louis,,3,0,0,3337,0,117,7108,7294,22,166
Galway East,O'HARA,Louis,,4,0,0,2982,0,355,7108,7649,22,166
Galway East,O'HARA,Louis,,5,0,0,2190,0,792,7108,8441,22,166
Galway East,O'HARA,Louis,,6,0,0,1832,0,358,7108,8799,22,166
Galway East,O'HARA,Louis,,7,0,0,1220,0,612,7108,9411,22,166
Galway East,O'HARA,Louis,,8,0,8,946,0,274,7108,9685,22,166
Galway East,O'REILLY,David,,1,0,0,10385,2412,0,246,246,22,167
Galway East,O'REILLY,David,Excluded,2,0,2,0,2412,-246,246,0,22,167
Galway East,O'REILLY,David,Excluded,3,0,2,0,2412,0,246,0,22,167
Galway East,O'REILLY,David,Excluded,4,0,2,0,2412,0,246,0,22,167
Galway East,O'REILLY,David,Excluded,5,0,2,0,2412,0,246,0,22,167
Galway East,O'REILLY,David,Excluded,6,0,2,0,2412,0,246,0,22,167
Galway East,O'REILLY,David,Excluded,7,0,2,0,2412,0,246,0,22,167
Galway East,O'REILLY,David,Excluded,8,0,2,0,2412,0,246,0,22,167
Galway East,RABBITTE,Anne,,1,0,0,4869,0,0,5762,5762,22,168
Galway East,RABBITTE,Anne,,2,0,0,4855,0,14,5762,5776,22,168
Galway East,RABBITTE,Anne,,3,0,0,4811,0,44,5762,5820,22,168
Galway East,RABBITTE,Anne,,4,0,0,4688,0,123,5762,5943,22,168
Galway East,RABBITTE,Anne,,5,0,0,4510,0,178,5762,6121,22,168
Galway East,RABBITTE,Anne,,6,0,0,1955,0,2555,5762,8676,22,168
Galway East,RABBITTE,Anne,,7,0,0,1096,0,859,5762,9535,22,168
Galway East,RABBITTE,Anne,Elected,8,0,8,609,0,487,5762,10022,22,168
Galway East,REID,Peter,,1,0,0,9783,1810,0,848,848,22,169
Galway East,REID,Peter,,2,0,0,9764,1791,19,848,867,22,169
Galway East,REID,Peter,,3,0,0,9739,1766,25,848,892,22,169
Galway East,REID,Peter,Excluded,4,0,4,0,1766,-892,848,0,22,169
Galway East,REID,Peter,Excluded,5,0,4,0,1766,0,848,0,22,169
Galway East,REID,Peter,Excluded,6,0,4,0,1766,0,848,0,22,169
Galway East,REID,Peter,Excluded,7,0,4,0,1766,0,848,0,22,169
Galway East,REID,Peter,Excluded,8,0,4,0,1766,0,848,0,22,169
Galway East,ROCHE,Peter,,1,0,0,4597,0,0,6034,6034,22,170
Galway East,ROCHE,Peter,,2,0,0,4591,0,6,6034,6040,22,170
Galway East,ROCHE,Peter,,3,0,0,4541,0,50,6034,6090,22,170
Galway East,ROCHE,Peter,,4,0,0,4451,0,90,6034,6180,22,170
Galway East,ROCHE,Peter,,5,0,0,4239,0,212,6034,6392,22,170
Galway East,ROCHE,Peter,,6,0,0,3658,0,581,6034,6973,22,170
Galway East,ROCHE,Peter,Excluded,7,0,7,0,0,-6973,6034,0,22,170
Galway East,ROCHE,Peter,Excluded,8,0,7,0,0,0,6034,0,22,170
Galway East,SPELMAN,Marian,,1,0,0,9786,1813,0,845,845,22,171
Galway East,SPELMAN,Marian,,2,0,0,9768,1795,18,845,863,22,171
Galway East,SPELMAN,Marian,,3,0,0,9741,1768,27,845,890,22,171
Galway East,SPELMAN,Marian,Excluded,4,0,4,0,1768,-890,845,0,22,171
Galway East,SPELMAN,Marian,Excluded,5,0,4,0,1768,0,845,0,22,171
